Date,Ticker,LatestClose,PrevClose
2026/04/01,IONQ,27.790000915527344,28.829999923706055
2026/04/01,RGTI,13.5,14.039999961853027
2026/04/01,QBTS,13.699999809265137,14.430000305175781
2026/04/01,QUBT,6.639999866485596,6.849999904632568
2026/04/01,^IXIC,21840.947265625,21590.630859375
